#Table: III/159A/catalog.dat (cdsarc.u-strasbg.fr)
#---------------------------------------------------------------------------------------------------------------------------------------------------------------
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |r|      |      |       |
#          |    |      |      |      |      |      |        |        |          |          |                   |                 |P|      |      |       |
#          |    |      |      |      |     e|      |        |        |          |          |                   |                 |o|      |      |       |
#Star      |Nobs|  Smin|  Smax| Smean|_Smean|   sdS|    Wmin|   Wmean|Date1     |Date2     |SName              |   RAdeg    DEdeg|s|  Bmag|  Vmag|   ASCC|   HIP
#----------|----|------|------|------|------|------|--------|--------|----------|----------|-------------------|-----------------|-|------|------|-------|------
HD  37124 |   2|0.1970|0.2012|0.1991|0.0030|  1.49|  1366.0|  1393.5|14/11/1978|29/ 1/1979|HD 37124           |084.2606 +20.7318|A| 8.336| 7.651| 753279| 26381
HD  37160 |   1|0.1207|0.1207|0.1207|0.0000|  0.00| 10934.4| 10934.4|29/11/1979|29/11/1979|HD 37160           |084.2264 +09.2914|A| 5.041| 4.088|1013568| 26366
HD  37394 |   2|0.4750|0.4810|0.4780|0.0042|  0.89|  2665.3|  2821.2|28/ 9/1978|25/10/1978|HD 37394           |085.3347 +53.4823|A| 7.073| 6.199| 246596| 26779
HD  38230 |   1|0.1788|0.1788|0.1788|0.0000|  0.00|  2977.4|  2977.4|25/10/1978|25/10/1978|HD 38230           |086.5064 +37.2859|A| 8.184| 7.323| 476362| 27207
HD  38230 |   1|0.1673|0.1673|0.1673|0.0000|  0.00|  1287.4|  1287.4|10/ 2/1980|10/ 2/1980|HD 38230           |086.5064 +37.2859|A| 8.184| 7.323| 476362| 27207
HD  38751 |   1|0.1683|0.1683|0.1683|0.0000|  0.00|  8369.8|  8369.8| 1/12/1979| 1/12/1979|HD 38751           |087.2540 +24.5676|A| 5.901| 4.881| 754530| 27468
HD  39587 |   2|0.2927|0.3097|0.3012|0.0120|  3.99|     0.0|     0.0|11/ 3/1966|13/ 3/1966|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |   8|0.3078|0.3403|0.3230|0.0103|  3.19|     0.0|     0.0|24/ 9/1966| 1/ 3/1967|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |   6|0.3164|0.3346|0.3238|0.0077|  2.38|     0.0|     0.0|23/10/1967| 9/12/1967|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  11|0.3003|0.3229|0.3091|0.0085|  2.73|     0.0|     0.0| 8/11/1968| 6/ 3/1969|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  17|0.2889|0.3399|0.3139|0.0146|  4.66|     0.0|     0.0| 2/10/1969|20/ 3/1970|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  10|0.2777|0.3204|0.2968|0.0156|  5.26|     0.0|     0.0|22/10/1970|18/ 3/1971|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  11|0.2800|0.3263|0.3044|0.0115|  3.79|     0.0|     0.0|25/10/1971| 3/ 2/1972|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  17|0.2892|0.3196|0.3010|0.0081|  2.70|     0.0|     0.0|29/ 9/1972|13/ 2/1973|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  13|0.2847|0.3218|0.3064|0.0121|  3.94|     0.0|     0.0| 4/10/1973| 4/ 3/1974|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  15|0.2823|0.3329|0.3083|0.0124|  4.02|     0.0|     0.0| 9/10/1974|27/ 2/1975|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  13|0.2885|0.3263|0.3003|0.0101|  3.36|     0.0|     0.0|17/10/1975|13/ 2/1976|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  17|0.2660|0.3040|0.2848|0.0100|  3.50|     0.0|     0.0| 9/10/1976| 4/ 3/1977|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |   4|0.2692|0.3293|0.2905|0.0277|  9.53| 12638.5| 15395.0|29/11/1977| 3/ 2/1978|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |   8|0.3015|0.3224|0.3123|0.0078|  2.49| 16534.3| 30630.6|26/ 9/1978|29/ 1/1979|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  14|0.2919|0.3314|0.3139|0.0086|  2.74|  8060.8| 21208.8|23/10/1979| 9/ 2/1980|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  72|0.2904|0.3274|0.3044|0.0077|  2.54|  3156.7| 16175.3| 2/11/1980|18/ 3/1981|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  66|0.2837|0.3475|0.3101|0.0123|  3.95|  7881.8| 15858.8|27/ 9/1981|26/ 2/1982|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39587 |  93|0.2668|0.3373|0.3172|0.0128|  4.03|  2874.0|  9743.1| 5/10/1982| 7/ 4/1983|HD 39587           |088.5962 +20.2764|A| 5.003| 4.395| 755242| 27913
HD  39715 |   2|0.3646|0.3969|0.3808|0.0228|  6.00|   584.8|   658.5|14/11/1978|29/ 1/1979|HD 39715           |088.6189 +02.1438|A| 9.846| 8.811|1109403| 27918
HD  39881 |   2|0.1464|0.1568|0.1516|0.0074|  4.85|  1589.0|  2989.8|14/11/1978|29/ 1/1979|HD 39881           |089.0134 +13.9261|A| 7.257| 6.593| 926754| 28066
HD  40035 |   1|0.1091|0.1091|0.1091|0.0000|  0.00| 18143.0| 18143.0|15/11/1979|15/11/1979|HD 40035           |089.8815 +54.2850|A| 4.740| 3.724| 247345| 28358
HD  40801 |   1|0.1188|0.1188|0.1188|0.0000|  0.00|  5003.9|  5003.9|29/11/1979|29/11/1979|HD 40801           |090.8245 +42.9119|A| 7.059| 6.081| 397336| 28677
HD  40832 |   1|0.1683|0.1683|0.1683|0.0000|  0.00|  7713.4|  7713.4|23/11/1979|23/11/1979|HD 40832           |090.7297 +32.6362|A| 6.680| 6.221| 569488| 28644
HD  41330 |   2|0.1486|0.1553|0.1520|0.0047|  3.12|  3344.6|  3837.9|14/11/1978|19/ 1/1979|HD 41330           |091.5359 +35.3885|A| 6.716| 6.120| 478098| 28908
HD  41593 |   2|0.3373|0.5105|0.4239|0.1225| 28.89|  2823.6|  3240.4|14/11/1978|19/ 1/1979|HD 41593           |091.6690 +15.5424|A| 7.573| 6.754| 845043| 28954
HD  41593 |   1|0.5203|0.5203|0.5203|0.0000|  0.00|  2852.5|  2852.5|23/11/1979|23/11/1979|HD 41593           |091.6690 +15.5424|A| 7.573| 6.754| 845043| 28954
HD  42250 |   1|0.1658|0.1658|0.1658|0.0000|  0.00|  3194.0|  3194.0|26/10/1978|26/10/1978|HD 42250           |094.0113 +70.7827|A| 8.219| 7.429|  20508| 29761
HD  42250 |   1|0.1614|0.1614|0.1614|0.0000|  0.00|   717.6|   717.6|10/ 2/1980|10/ 2/1980|HD 42250           |094.0113 +70.7827|A| 8.219| 7.429|  20508| 29761
HD  42807 |   2|0.3380|0.3578|0.3479|0.0140|  4.02|  2887.6|  4606.5|14/11/1978|19/ 1/1979|HD 42807           |093.3019 +10.6279|A| 7.110| 6.425| 929502| 29525
HD  42807 |   1|0.3556|0.3556|0.3556|0.0000|  0.00|  3471.4|  3471.4|23/11/1979|23/11/1979|HD 42807           |093.3019 +10.6279|A| 7.110| 6.425| 929502| 29525
HD  43023 |   1|0.1124|0.1124|0.1124|0.0000|  0.00|  4673.3|  4673.3|27/11/1979|27/11/1979|HD 43023           |093.4760 -03.7414|A| 6.745| 5.825|1201208| 29575
HD  43039 |   1|0.1080|0.1080|0.1080|0.0000|  0.00|  8787.9|  8787.9| 1/12/1979| 1/12/1979|HD 43039           |093.8447 +29.4987|A| 5.345| 4.321| 666284| 29696
HD  43386 |   2|0.2252|0.2269|0.2261|0.0012|  0.53|  8635.9| 12931.8|14/11/1978|19/ 1/1979|HD 43386           |094.1107 +12.2717|A| 5.480| 5.034| 930077| 29800
HD  43386 |   9|0.2199|0.2316|0.2258|0.0042|  1.84|  9030.5| 15886.8|23/11/1979| 1/12/1979|HD 43386           |094.1107 +12.2717|A| 5.480| 5.034| 930077| 29800
HD  43587 |   2|0.1687|0.1733|0.1710|0.0033|  1.90|     0.0|     0.0|25/10/1966|28/ 2/1967|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  12|0.1558|0.1652|0.1612|0.0032|  1.96|     0.0|     0.0| 8/11/1968| 6/ 3/1969|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |   1|0.1590|0.1590|0.1590|0.0000|  0.00|     0.0|     0.0|10/ 2/1968|10/ 2/1968|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  15|0.1545|0.1708|0.1614|0.0046|  2.85|     0.0|     0.0|25/10/1969|20/ 3/1970|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  10|0.1532|0.1645|0.1596|0.0030|  1.89|     0.0|     0.0|22/10/1970|18/ 3/1971|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  13|0.1510|0.1652|0.1593|0.0046|  2.86|     0.0|     0.0|25/10/1971|25/ 3/1972|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  14|0.1551|0.1634|0.1582|0.0027|  1.70|     0.0|     0.0|24/10/1972|13/ 2/1973|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  13|0.1498|0.1674|0.1577|0.0056|  3.55|     0.0|     0.0| 4/10/1973| 4/ 3/1974|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  14|0.1496|0.1639|0.1572|0.0047|  2.98|     0.0|     0.0| 9/10/1974|27/ 2/1975|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  15|0.1523|0.1657|0.1584|0.0041|  2.60|     0.0|     0.0|17/10/1975|14/ 3/1976|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  14|0.1499|0.1598|0.1556|0.0030|  1.91| 16465.6|  1176.1|28/11/1976| 5/ 4/1977|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |   4|0.1451|0.1616|0.1555|0.0076|  4.87|  7282.3| 12383.0|29/11/1977| 3/ 2/1978|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |   8|0.1494|0.1607|0.1558|0.0037|  2.37|  3434.1| 14062.8|29/ 9/1978|25/ 1/1979|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |   8|0.1308|0.1558|0.1507|0.0084|  5.56|  1797.7|  9511.3|23/10/1979| 8/ 2/1980|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  27|0.1450|0.1560|0.1495|0.0024|  1.59|  2544.9|  3231.1| 5/ 2/1981|18/ 3/1981|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  18|0.1433|0.1594|0.1504|0.0045|  3.02|  1220.8|  2514.0|27/ 9/1981|26/ 2/1982|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  43587 |  81|0.1420|0.1672|0.1538|0.0051|  3.33|  1200.8|  2631.7| 5/10/1982|15/ 4/1983|HD 43587           |094.3177 +05.0997|A| 6.317| 5.699|1018092| 29860
HD  44982 |   1|0.4699|0.4699|0.4699|0.0000|  0.00|  3770.8|  3770.8|15/11/1979|15/11/1979|HD 44982           |100.3287 +82.2677|A|10.029| 9.354|  21667| 32015
HD  45067 |   2|0.1401|0.1420|0.1411|0.0013|  0.95|     0.0|     0.0|25/10/1966|27/ 2/1967|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  10|0.1383|0.1446|0.1419|0.0017|  1.21|     0.0|     0.0|23/10/1967|10/ 2/1968|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  16|0.1365|0.1491|0.1426|0.0036|  2.56|     0.0|     0.0| 8/11/1968| 6/ 3/1969|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |   8|0.1362|0.1477|0.1418|0.0038|  2.71|     0.0|     0.0|25/10/1969|20/ 3/1970|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |   9|0.1392|0.1471|0.1430|0.0024|  1.65|     0.0|     0.0|22/10/1970|17/ 3/1971|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  12|0.1354|0.1503|0.1415|0.0041|  2.91|     0.0|     0.0|25/10/1971|25/ 3/1972|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  13|0.1386|0.1475|0.1430|0.0028|  1.97|     0.0|     0.0|24/10/1972|13/ 2/1973|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  13|0.1349|0.1489|0.1425|0.0035|  2.42|     0.0|     0.0| 4/10/1973| 4/ 3/1974|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  15|0.1385|0.1551|0.1436|0.0042|  2.91|     0.0|     0.0| 9/10/1974|27/ 2/1975|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  15|0.1403|0.1487|0.1440|0.0027|  1.85|     0.0|     0.0|15/11/1975|14/ 3/1976|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  15|0.1371|0.1458|0.1422|0.0032|  2.23| 16611.9|  1107.5| 9/10/1976| 5/ 4/1977|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |   4|0.1363|0.1425|0.1398|0.0032|  2.26|  5624.9| 12059.4|29/11/1977| 3/ 2/1978|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  12|0.1382|0.1672|0.1466|0.0074|  5.04|  7974.6| 18435.5|29/ 9/1978|29/ 1/1979|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  19|0.1386|0.1450|0.1421|0.0019|  1.31|  4700.7|  9446.4|23/10/1979|10/ 2/1980|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 |  27|0.1301|0.1399|0.1358|0.0024|  1.77|  2481.9|  3177.8| 5/ 2/1981|18/ 3/1981|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 | 138|0.1145|0.1630|0.1380|0.0074|  5.37|   644.6|  2506.2|27/ 9/1981|21/ 3/1982|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45067 | 159|0.1276|0.1613|0.1404|0.0054|  3.86|   115.6|  2442.8|23/ 9/1982|16/ 4/1983|HD 45067           |096.3184 -00.9454|A| 6.438| 5.869|1202591| 30545
HD  45088 |   2|0.4733|0.9550|0.7142|0.3406| 47.69|  1930.8|  4874.4|15/11/1978|19/ 1/1979|HD 45088           |096.5430 +18.7573|A| 7.767| 6.803| 847505| 30630
HD  45088 |   2|0.5734|0.8843|0.7289|0.2198| 30.16|  3254.7|  4875.0|14/11/1979|23/11/1979|HD 45088           |096.5430 +18.7573|A| 7.767| 6.803| 847505| 30630
HD  45410 |   1|0.1269|0.1269|0.1269|0.0000|  0.00|  2715.4|  2715.4|15/11/1979|15/11/1979|HD 45410           |097.6964 +58.1635|A| 6.786| 5.853| 182129| 31039
HD  45416 |   1|0.1265|0.1265|0.1265|0.0000|  0.00|  8389.1|  8389.1|29/11/1979|29/11/1979|HD 45416           |096.8073 +00.2993|A| 6.385| 5.185|1112268| 30717
HD  45821 |   2|0.1506|0.1554|0.1530|0.0034|  2.22|  3062.7|  4671.8|26/10/1978|13/12/1978|HD 45821           |099.1276 +72.0098|A| 8.472| 7.780|  21450| 31575
HD  45821 |   1|0.1418|0.1418|0.1418|0.0000|  0.00|  1047.5|  1047.5|24/10/1979|24/10/1979|HD 45821           |099.1276 +72.0098|A| 8.472| 7.780|  21450| 31575
HD  46241 |   1|0.1105|0.1105|0.1105|0.0000|  0.00|  4270.8|  4270.8|14/11/1979|14/11/1979|HD 46241           |098.0801 +04.8560|A| 6.841| 5.845|1112886| 31159
HD  46588 |   2|0.1571|0.1611|0.1591|0.0028|  1.78|  7584.0| 11291.2|26/10/1978|13/12/1978|HD 46588           |101.5603 +79.5663|A| 5.969| 5.439|  21899| 32439
HD  47442 |   1|0.1662|0.1662|0.1662|0.0000|  0.00|  8525.5|  8525.5|14/11/1979|14/11/1979|HD 47442           |099.4726 -18.2375|A| 5.593| 4.428|1446959| 31700
HD  47752 |   2|0.5101|0.5496|0.5299|0.0279|  5.27|  1126.8|  1863.8|15/11/1978|19/ 1/1979|HD 47752           |100.3149 +23.9584|A| 9.154| 8.098| 761655| 32010
HD  47752 |   1|0.4898|0.4898|0.4898|0.0000|  0.00|   598.8|   598.8|23/11/1979|23/11/1979|HD 47752           |100.3149 +23.9584|A| 9.154| 8.098| 761655| 32010
HD  47914 |   1|0.1850|0.1850|0.1850|0.0000|  0.00|  4210.9|  4210.9| 1/12/1979| 1/12/1979|HD 47914           |100.7709 +44.5245|A| 6.579| 5.037| 399760| 32173
HD  48432 |   1|0.1204|0.1204|0.1204|0.0000|  0.00|  8184.1|  8184.1|27/11/1979|27/11/1979|HD 48432           |101.7062 +57.1693|A| 6.303| 5.338| 182852| 32489
HD  48433 |   1|0.1221|0.1221|0.1221|0.0000|  0.00|  8760.3|  8760.3|29/11/1979|29/11/1979|HD 48433           |100.9971 +13.2281|A| 5.668| 4.490| 933420| 32249
HD  48682 |   2|0.1527|0.1624|0.1576|0.0069|  4.35|  7400.7| 11193.1|25/10/1978|13/12/1978|HD 48682           |101.6847 +43.5770|A| 5.821| 5.241| 399943| 32480
HD  48737 |   2|0.2239|0.2501|0.2370|0.0185|  7.82| 43292.9| 57245.5|23/11/1979|25/11/1979|HD 48737           |101.3226 +12.8961|A| 3.809| 3.337| 933657| 32362
HD  48948 |   1|0.7335|0.7335|0.7335|0.0000|  0.00|  1828.3|  1828.3|26/10/1978|26/10/1978|HD 48948           |102.4864 +60.3345|A| 9.789| 8.591| 122253| 32769
HD  48948 |   1|0.6778|0.6778|0.6778|0.0000|  0.00|   399.6|   399.6|10/ 2/1980|10/ 2/1980|HD 48948           |102.4864 +60.3345|A| 9.789| 8.591| 122253| 32769
HD  49161 |   1|0.1981|0.1981|0.1981|0.0000|  0.00|  7524.0|  7524.0| 1/12/1979| 1/12/1979|HD 49161           |101.8327 +08.0373|A| 6.218| 4.769|1022430| 32533
HD  49293 |   1|0.1113|0.1113|0.1113|0.0000|  0.00|  8813.3|  8813.3|29/11/1979|29/11/1979|HD 49293           |101.9652 +02.4122|A| 5.588| 4.469|1115691| 32578
HD  49601 |   1|1.0482|1.0482|1.0482|0.0000|  0.00|  1760.2|  1760.2|25/10/1978|25/10/1978|HD 49601           |102.8859 +47.3695|A|10.191| 8.963| 321605| 32919
HD  50384 |   1|0.1620|0.1620|0.1620|0.0000|  0.00|  5180.6|  5180.6|27/11/1979|27/11/1979|HD 50384           |103.8134 +45.8266|A| 7.245| 6.314| 321762| 33271
HD  50551 |   1|0.1977|0.1977|0.1977|0.0000|  0.00|  1779.3|  1779.3| 1/12/1979| 1/12/1979|HD 50551           |104.3047 +57.5632|A| 7.588| 6.024| 183272| 33444
HD  50692 |   2|0.1593|0.1634|0.1613|0.0029|  1.80|  3409.9|  4300.3|19/ 1/1979|25/ 1/1979|HD 50692           |103.8279 +25.3756|A| 6.359| 5.748| 670760| 33277
HD  50692 |   3|0.1578|0.1646|0.1605|0.0036|  2.25|  5354.6|  7971.2|23/10/1979|28/11/1979|HD 50692           |103.8279 +25.3756|A| 6.359| 5.748| 670760| 33277
HD  50778 |   2|0.1826|0.1869|0.1848|0.0030|  1.65|  7795.5|  7931.4|14/11/1979| 1/12/1979|HD 50778           |103.5478 -12.0386|A| 5.560| 4.073|1364637| 33160
HD  52005 |   1|0.2489|0.2489|0.2489|0.0000|  0.00| 13164.6| 13164.6| 1/12/1979| 1/12/1979|HD 52005           |105.0659 +16.0790|A| 7.376| 5.715| 852110| 33715
HD  52711 |   2|0.1631|0.1635|0.1633|0.0003|  0.17|  3335.9|  4219.5|19/ 1/1979|25/ 1/1979|HD 52711           |105.8765 +29.3391|A| 6.544| 5.932| 671610| 34017
HD  52711 |   3|0.1557|0.1590|0.1578|0.0019|  1.17|  3071.6|  5199.6|23/10/1979|24/11/1979|HD 52711           |105.8765 +29.3391|A| 6.544| 5.932| 671610| 34017
HD  54716 |   1|0.1649|0.1649|0.1649|0.0000|  0.00|  6327.2|  6327.2|30/11/1979|30/11/1979|HD 54716           |107.9137 +39.3205|A| 6.417| 4.895| 483431| 34752
HD  54810 |   1|0.1167|0.1167|0.1167|0.0000|  0.00|  8632.4|  8632.4|29/11/1979|29/11/1979|HD 54810           |107.5570 -04.2376|A| 5.925| 4.914|1211002| 34622
HD  55280 |   1|0.1183|0.1183|0.1183|0.0000|  0.00|  6734.6|  6734.6|30/11/1979|30/11/1979|HD 55280           |108.9792 +59.6381|A| 6.292| 5.197| 184138| 35146
HD  57264 |   1|0.1166|0.1166|0.1166|0.0000|  0.00|  8588.3|  8588.3|29/11/1979|29/11/1979|HD 57264           |110.5112 +36.7606|A| 6.213| 5.128| 484119| 35710
HD  57423 |   1|0.2232|0.2232|0.2232|0.0000|  0.00|  4113.3|  4113.3| 1/12/1979| 1/12/1979|HD 57423           |110.4871 +20.4437|A| 6.665| 5.092| 766390| 35699
HD  57727 |   1|0.2218|0.2218|0.2218|0.0000|  0.00| 16607.0| 16607.0|14/11/1979|14/11/1979|HD 57727           |110.8690 +25.0506|A| 5.932| 5.024| 673324| 35846
HD  58207 |   1|0.1089|0.1089|0.1089|0.0000|  0.00| 12552.4| 12552.4|29/11/1979|29/11/1979|HD 58207           |111.4320 +27.7983|A| 4.811| 3.781| 673472| 36046
HD  58367 |   1|0.1678|0.1678|0.1678|0.0000|  0.00| 10671.1| 10671.1|29/11/1979|29/11/1979|HD 58367           |111.4121 +09.2761|A| 5.999| 4.987|1028979| 36041
HD  58830 |   2|0.5284|0.6017|0.5651|0.0518|  9.17|  1302.8|  3445.5|15/11/1979|23/11/1979|HD 58830           |112.1492 +31.8639|A| 9.140| 8.665| 576926| 36322
HD  58830 |   2|0.5003|0.5379|0.5191|0.0266|  5.12|  1598.6|  1651.3|19/ 1/1979|25/ 1/1979|HD 58830           |112.1492 +31.8639|A| 9.140| 8.665| 576926| 36322
HD  58855 |   1|0.1504|0.1504|0.1504|0.0000|  0.00|  7180.2|  7180.2|25/10/1978|25/10/1978|HD 58855           |112.4827 +49.6727|A| 5.827| 5.353| 323148| 36439
HD  58855 |   2|0.1491|0.1497|0.1494|0.0004|  0.28|  4616.1|  7035.3|28/11/1979|22/ 1/1980|HD 58855           |112.4827 +49.6727|A| 5.827| 5.353| 323148| 36439
HD  59148 |   1|0.1232|0.1232|0.1232|0.0000|  0.00|  8591.1|  8591.1|29/11/1979|29/11/1979|HD 59148           |112.4533 +27.9162|A| 6.128| 5.008| 673721| 36429
HD  59582 |   2|0.4700|0.5190|0.4945|0.0346|  7.01|   579.6|   704.5|19/ 1/1979|25/ 1/1979|HD 59582           |112.7819 +14.6148|A|10.063| 8.935| 940588| 36551
HD  59582 |   2|0.4564|0.5970|0.5267|0.0994| 18.88|   421.1|   534.6|23/10/1979|23/11/1979|HD 59582           |112.7819 +14.6148|A|10.063| 8.935| 940588| 36551
HD  60522 |   1|0.2413|0.2413|0.2413|0.0000|  0.00|  7895.8|  7895.8|30/11/1979|30/11/1979|HD 60522           |113.9807 +26.8960|A| 5.625| 4.063| 674115| 36962
HD  61421 |   1|0.1891|0.1891|0.1891|0.0000|  0.00| 40947.0| 40947.0|11/12/1978|11/12/1978|HD 61421           |114.8272 +05.2275|A| 0.831| 0.447|1030621| 37279
HD  61421 | 647|0.1632|0.2101|0.1854|0.0101|  5.46| 11562.6|128676.1|13/ 3/1983|15/ 3/1983|HD 61421           |114.8272 +05.2275|A| 0.831| 0.447|1030621| 37279
HD  61913 |   1|0.3693|0.3693|0.3693|0.0000|  0.00|  4504.8|  4504.8|30/11/1979|30/11/1979|HD 61913           |115.5134 +14.2085|A| 7.177| 5.573| 941747| 37521
HD  61935 |   1|0.1053|0.1053|0.1053|0.0000|  0.00|  9007.8|  9007.8|29/11/1979|29/11/1979|HD 61935           |115.3120 -09.5511|A| 4.971| 3.936|1294558| 37447
HD  61994 |   2|0.3204|0.3444|0.3324|0.0170|  5.11|  3136.7|  4736.3|25/10/1978|12/12/1978|HD 61994           |116.8781 +70.2070|A| 7.776| 7.073|  24975| 38018
HD  61994 |   1|0.2774|0.2774|0.2774|0.0000|  0.00|  1816.9|  1816.9|22/ 1/1980|22/ 1/1980|HD 61994           |116.8781 +70.2070|A| 7.776| 7.073|  24975| 38018
HD  62044 |   1|1.0500|1.0500|1.0500|0.0000|  0.00| 31865.1| 31865.1|29/11/1979|29/11/1979|HD 62044           |115.8279 +28.8841|A| 5.381| 4.245| 674632| 37629
HD  62345 |   1|0.1231|0.1231|0.1231|0.0000|  0.00|  9326.0|  9326.0|27/11/1979|27/11/1979|HD 62345           |116.1120 +24.3981|A| 4.509| 3.564| 768259| 37740
HD  62509 |   2|0.1265|0.1529|0.1397|0.0187| 13.36| 67896.9| 79993.4|29/11/1979|30/11/1979|HD 62509           |116.3307 +28.0263|A| 2.186| 1.202| 674757| 37826
HD  62613 |   2|0.1832|0.2010|0.1921|0.0126|  6.55|  3256.7|  5020.9|26/10/1978|12/12/1978|HD 62613           |119.0786 +80.2653|A| 7.280| 6.545|  25386| 38784
HD  62721 |   1|0.2006|0.2006|0.2006|0.0000|  0.00|  4597.1|  4597.1|30/11/1979|30/11/1979|HD 62721           |116.5312 +18.5102|A| 6.374| 4.873| 856638| 37908
HD  65345 |   1|0.1116|0.1116|0.1116|0.0000|  0.00|  4902.3|  4902.3|27/11/1979|27/11/1979|HD 65345           |119.5864 +02.2245|A| 6.219| 5.289|1126735| 38962
HD  65583 |   3|0.1676|0.1736|0.1714|0.0033|  1.93|  3120.7|  7557.1|11/12/1978|19/ 1/1979|HD 65583           |120.1343 +29.2152|A| 7.711| 6.981| 675704| 39157
HD  65583 |   1|0.1731|0.1731|0.1731|0.0000|  0.00|  1912.5|  1912.5|23/11/1979|23/11/1979|HD 65583           |120.1343 +29.2152|A| 7.711| 6.981| 675704| 39157
HD  65695 |   1|0.1255|0.1255|0.1255|0.0000|  0.00|  4697.0|  4697.0| 1/12/1979| 1/12/1979|HD 65695           |119.9341 -03.6796|A| 6.147| 4.930|1218749| 39079
HD  66171 |   2|0.1737|0.1841|0.1789|0.0074|  4.11|  2608.0|  4186.8|25/10/1978|12/12/1978|HD 66171           |122.0458 +71.9255|A| 8.814| 8.160|  25945| 39822
